subject	test	value	num_df	den_df	F	p-value	significance
041	Wilks' lambda	0.9924070413243964	2	1390.0	5.317481698338271	0.005005376224759299	True
041	Pillai's trace	0.007592958675603613	2.0	1390.0	5.317481698338272	0.005005376224759299	True
041	Hotelling-Lawley trace	0.00765105280336442	2	1389.999999999976	5.3174816983382724	0.005005376224754977	True
041	Roy's greatest root	0.00765105280336442	2	1390	5.3174816983382724	0.005005376224759299	True
042	Wilks' lambda	0.9885929935269545	2	1390.0	8.01934623315784	0.000344494320246952	True
042	Pillai's trace	0.011407006473045447	2.0	1390.0	8.01934623315781	0.00034449432024698197	True
042	Hotelling-Lawley trace	0.01153862767360836	2	1389.999999999976	8.01934623315781	0.0003444943202466687	True
042	Roy's greatest root	0.01153862767360836	2	1390	8.01934623315781	0.00034449432024698197	True
043	Wilks' lambda	0.9945408246098103	2	1390.0	3.8149533958753223	0.022269858648988082	True
043	Pillai's trace	0.005459175390189661	2.0	1390.0	3.8149533958752975	0.022269858648991534	True
043	Hotelling-Lawley trace	0.005489141576798989	2	1389.999999999976	3.8149533958752975	0.022269858648971397	True
043	Roy's greatest root	0.005489141576798989	2	1390	3.8149533958752975	0.022269858648991534	True
045	Wilks' lambda	0.9994989022012828	2	1390.0	0.34843757140848364	0.7058516040311327	False
045	Pillai's trace	0.0005010977987172548	2.0	1390.0	0.3484375714085153	0.7058516040310779	False
045	Hotelling-Lawley trace	0.0005013490236093745	2	1389.999999999976	0.34843757140851533	0.7058516040313446	False
045	Roy's greatest root	0.0005013490236093745	2	1390	0.34843757140851533	0.7058516040310779	False
046	Wilks' lambda	0.9487799504138563	2	1390.0	37.5196951061646	1.3490297940031646e-16	True
046	Pillai's trace	0.051220049586143686	2.0	1390.0	37.519695106164605	1.3490297940031646e-16	True
046	Hotelling-Lawley trace	0.05398517281462533	2	1389.999999999976	37.5196951061646	1.3490297940020432e-16	True
046	Roy's greatest root	0.05398517281462533	2	1390	37.519695106164605	1.3490297940031646e-16	True
