,subject,video,valence_changepoints,number_valence_changepoints,arousal_changepoints,number_arousal_changepoints,model,jump_value,penalty_value,min_size
0,71,71.0,"[6.25, 18.75, 114.75, 116.25, 117.25, 123.75, 138.5, 139.5, 141.75, 142.75, 144.75, 202.0, 208.25, 209.75, 213.5, 228.25, 231.0, 241.75, 245.0, 248.5, 253.0, 254.5, 260.5, 261.5, 272.5, 273.5, 277.0, 286.5, 287.75, 305.75, 306.75, 341.0, 542.25, 544.25, 546.5, 552.5, 574.0, 621.75, 623.0, 627.25, 641.75, 643.25, 644.75, 649.5, 676.25, 696.5, 704.25, 726.75, 727.75, 731.25, 733.75, 738.0, 757.0, 758.0, 760.5, 761.75, 809.75, 811.5, 813.0, 814.0, 822.25, 823.25, 836.75, 860.75, 866.75, 913.5, 919.75, 922.5, 927.0, 932.0, 934.0, 938.75, 963.0, 970.25, 980.75, 986.25, 995.75, 1003.75, 1007.0, 1008.25, 1126.0, 1134.0, 1138.25, 1144.5, 1148.0, 1151.5, 1153.25, 1208.75, 1210.5, 1223.5, 1241.0, 1271.0, 1277.25, 1293.0, 1300.5, 1316.5, 1347.75]",97,"[1.5, 4.25, 21.0, 32.5, 54.75, 88.5, 98.75, 99.75, 114.5, 117.25, 124.0, 125.5, 144.25, 153.75, 157.5, 159.25, 193.25, 200.0, 201.25, 313.5, 316.0, 317.0, 333.25, 340.25, 341.75, 350.5, 359.5, 369.75, 406.25, 433.25, 436.25, 442.75, 463.0, 470.25, 471.25, 475.5, 506.25, 511.75, 516.0, 518.25, 533.75, 542.5, 567.25, 579.75, 594.5, 598.75, 603.25, 614.25, 621.5, 623.0, 629.75, 632.0, 636.0, 672.5, 675.75, 710.25, 711.25, 726.5, 728.0, 752.5, 753.5, 757.25, 760.75, 767.75, 770.25, 788.0, 797.25, 802.0, 803.0, 809.25, 823.25, 824.25, 825.25, 834.0, 927.0, 928.0, 929.25, 931.5, 941.25, 947.75, 951.5, 958.25, 1074.5, 1076.0, 1084.5, 1095.5, 1102.25, 1114.0, 1118.0, 1119.0, 1123.5, 1155.25, 1160.5, 1175.25, 1178.75, 1183.75, 1190.25, 1192.25, 1197.5, 1293.0]",100,l2,5,1,20
0,72,72.0,"[12.0, 22.0, 57.25, 86.75, 97.5, 103.0, 127.25, 153.0, 155.0, 156.25, 162.75, 163.75, 165.75, 183.0, 184.75, 185.75, 190.5, 194.0, 195.0, 196.25, 216.75, 229.75, 231.5, 236.0, 237.75, 262.75, 263.75, 268.5, 271.5, 274.5, 280.75, 281.75, 292.0, 293.75, 296.75, 300.25, 307.0, 308.25, 338.75, 339.75, 345.75, 350.5, 353.0, 354.0, 356.25, 360.5, 402.75, 405.25, 409.5, 410.5, 546.0, 547.5, 565.5, 570.25, 578.5, 579.5, 640.0, 641.25, 642.25, 655.25, 708.75, 710.75, 711.75, 714.5, 733.25, 735.75, 742.25, 763.75, 765.0, 850.25, 861.25, 877.5, 890.0, 897.75, 918.0, 922.75, 927.75, 931.0, 938.5, 1052.75, 1066.25, 1176.75, 1178.0, 1191.5, 1193.0, 1214.75, 1236.0, 1245.25, 1251.25, 1261.25, 1273.0, 1274.0, 1280.25, 1285.25, 1295.0, 1298.5, 1307.0, 1315.75, 1324.25, 1336.25, 1341.25, 1345.5, 1347.5]",103,"[3.0, 4.0, 5.5, 16.5, 20.0, 59.25, 68.5, 85.25, 95.5, 107.5, 142.0, 152.0, 155.5, 162.75, 169.75, 190.5, 193.75, 197.25, 198.25, 227.0, 233.0, 245.0, 251.5, 257.5, 261.75, 271.5, 281.0, 293.25, 296.5, 307.0, 308.5, 312.75, 318.0, 329.5, 331.75, 335.5, 340.0, 345.75, 351.0, 387.5, 409.0, 462.25, 470.5, 475.25, 498.5, 512.0, 523.25, 547.5, 570.25, 578.5, 588.75, 595.5, 609.25, 639.0, 641.5, 649.0, 655.25, 670.5, 675.75, 682.75, 685.0, 686.75, 688.5, 693.75, 695.5, 708.25, 710.5, 717.75, 732.5, 735.0, 747.0, 764.0, 767.5, 774.5, 781.0, 795.25, 799.5, 801.25, 802.5, 823.75, 833.0, 849.0, 850.75, 855.5, 883.5, 891.75, 893.75, 897.25, 929.0, 939.5, 962.5, 976.0, 996.5, 998.75, 1015.75, 1021.75, 1026.25, 1029.0, 1030.25, 1078.75, 1080.75, 1099.25, 1105.0, 1106.25, 1113.75, 1121.25, 1147.0, 1287.0, 1290.0, 1298.5, 1301.0, 1303.75, 1322.25, 1326.0, 1336.25, 1338.0, 1347.0, 1351.25]",118,l2,5,1,20
0,73,73.0,"[31.0, 34.25, 94.5, 118.0, 150.5, 159.25, 174.5, 182.75, 239.0, 242.75, 247.5, 249.75, 258.5, 270.25, 272.25, 273.25, 276.75, 278.0, 280.0, 342.25, 368.0, 376.25, 382.25, 436.5, 497.25, 510.5, 544.75, 565.75, 577.75, 608.25, 609.25, 611.75, 626.25, 632.75, 639.5, 670.25, 692.75, 696.25, 704.25, 707.5, 711.75, 720.75, 729.75, 730.75, 744.5, 766.5, 775.5, 806.5, 818.0, 822.75, 825.5, 827.25, 835.5, 841.75, 921.75, 923.75, 925.0, 928.0, 931.0, 934.5, 943.75, 966.25, 969.0, 978.5, 986.25, 1004.5, 1036.25, 1042.5, 1135.0, 1147.75, 1281.0, 1283.25, 1289.5, 1296.0, 1327.25, 1355.5]",76,"[1.5, 195.5, 201.0, 204.5, 212.75, 218.25, 224.75, 231.75, 232.75, 234.5, 235.5, 247.5, 249.75, 252.0, 258.0, 268.25, 270.25, 278.25, 281.75, 282.75, 289.5, 290.75, 294.25, 303.5, 306.5, 313.25, 317.75, 327.0, 328.5, 334.0, 339.75, 342.0, 447.75, 448.75, 450.0, 474.25, 482.5, 496.75, 510.75, 512.5, 518.25, 524.25, 532.25, 541.75, 543.25, 546.0, 547.5, 550.75, 565.5, 568.0, 577.5, 580.25, 583.75, 587.75, 606.75, 609.5, 611.5, 626.25, 628.25, 632.75, 633.75, 639.5, 641.5, 647.0, 652.25, 753.0, 756.25, 760.25, 766.5, 774.75, 786.75, 821.25, 826.5, 827.5, 828.5, 921.0, 922.0, 923.75, 926.0, 1038.0, 1040.75, 1042.0, 1060.25, 1081.5, 1083.75, 1094.5, 1107.0, 1108.75, 1122.0, 1124.0, 1152.25, 1153.5, 1165.75, 1183.5, 1198.0, 1202.25, 1218.75, 1250.75, 1254.75, 1290.25, 1291.5, 1294.5]",102,l2,5,1,20
0,74,74.0,"[1.75, 2.75, 7.5, 8.5, 10.75, 14.0, 15.25, 16.75, 17.75, 21.75, 24.5, 31.0, 40.0, 60.75, 88.5, 90.75, 97.5, 104.25, 126.0, 127.5, 129.5, 132.75, 135.25, 136.75, 153.5, 155.5, 170.75, 171.75, 182.0, 183.5, 195.25, 198.75, 204.5, 212.75, 214.0, 215.75, 275.5, 277.5, 280.5, 281.5, 305.5, 306.5, 328.25, 330.0, 333.75, 375.25, 388.0, 401.25, 402.75, 404.5, 414.0, 425.25, 442.0, 450.25, 467.0, 468.0, 471.5, 475.0, 477.25, 495.25, 497.5, 499.5, 530.25, 533.25, 537.0, 540.25, 543.25, 546.25, 581.0, 585.25, 608.25, 613.75, 616.0, 621.0, 623.75, 638.25, 647.75, 678.0, 679.0, 687.25, 689.0, 690.0, 695.75, 714.75, 725.25, 742.75, 760.25, 766.75, 768.5, 775.75, 838.5, 840.25, 844.75, 847.5, 848.75, 849.75, 852.75, 855.5, 856.5, 857.5, 867.0, 868.5, 872.0, 873.0, 875.0, 877.75, 878.75, 880.25, 883.25, 884.25, 885.25, 886.25, 889.0, 890.0, 894.75, 903.75, 906.75, 907.75, 910.5, 911.5, 913.0, 914.25, 915.75, 918.25, 929.5, 931.25, 932.75, 935.0, 936.0, 937.75, 938.75, 943.0, 944.25, 949.5, 950.5, 955.25, 957.5, 959.75, 961.5, 962.5, 964.25, 965.5, 967.0, 968.25, 969.25, 972.5, 973.5, 999.75, 1001.0, 1024.5, 1032.75, 1034.0, 1035.5, 1040.0, 1043.75, 1051.5, 1054.0, 1055.75, 1058.75, 1059.75, 1061.5, 1081.5, 1083.25, 1095.75, 1102.0, 1110.0, 1113.0, 1116.75, 1121.75, 1129.5, 1134.25, 1141.0, 1157.5, 1166.75, 1176.75, 1180.75]",176,"[3.0, 7.25, 11.25, 15.25, 16.75, 17.75, 19.75, 69.75, 82.25, 88.25, 116.25, 123.0, 151.25, 153.75, 158.75, 164.75, 168.5, 170.5, 172.25, 183.25, 189.75, 195.0, 196.5, 199.0, 200.0, 218.5, 219.5, 245.25, 247.0, 248.75, 260.5, 263.5, 273.5, 274.5, 283.25, 285.75, 288.25, 290.5, 300.25, 301.25, 307.5, 315.5, 324.75, 328.5, 334.0, 363.5, 375.25, 381.5, 388.0, 407.75, 412.75, 431.25, 433.5, 438.0, 439.75, 444.75, 449.25, 460.0, 464.25, 467.75, 475.0, 478.0, 481.25, 483.25, 494.75, 502.0, 506.0, 522.0, 527.25, 529.0, 532.25, 538.75, 542.0, 555.75, 561.5, 565.25, 572.0, 578.5, 587.25, 604.25, 618.75, 621.75, 623.5, 624.75, 635.0, 636.5, 637.75, 648.25, 660.75, 662.25, 667.5, 677.75, 680.0, 682.0, 687.25, 757.75, 768.25, 775.75, 779.75, 782.25, 785.25, 788.75, 801.75, 814.5, 854.0, 855.5, 858.0, 859.0, 860.5, 863.25, 869.0, 870.0, 875.5, 876.5, 880.75, 882.25, 887.0, 888.5, 895.75, 898.5, 919.75, 922.25, 928.5, 933.25, 934.25, 939.5, 942.0, 945.0, 946.75, 947.75, 949.0, 969.5, 972.25, 974.5, 975.75, 976.75, 981.5, 983.0, 984.25, 985.5, 986.75, 988.5, 994.0, 996.5, 999.0, 1001.75, 1004.75, 1015.75, 1019.0, 1032.75, 1033.75, 1055.75, 1057.75, 1063.25, 1068.75, 1078.5, 1079.5, 1082.25, 1083.25, 1102.25, 1104.25, 1108.5, 1110.0, 1112.5, 1123.75, 1133.0, 1148.25, 1153.5]",168,l2,5,1,20
0,75,75.0,"[2.75, 6.25, 7.5, 13.75, 19.0, 21.5, 23.25, 29.75, 33.0, 40.0, 49.75, 54.5, 91.25, 92.25, 101.25, 107.5, 109.0, 111.5, 116.25, 151.75, 155.25, 158.0, 167.5, 168.5, 172.0, 175.75, 177.75, 183.0, 188.75, 189.75, 191.25, 196.25, 198.75, 207.75, 212.5, 219.0, 227.75, 229.5, 232.5, 245.75, 246.75, 248.0, 249.0, 255.0, 256.0, 257.0, 259.75, 261.25, 263.75, 268.75, 273.25, 274.25, 279.5, 280.75, 282.0, 283.75, 285.25, 286.75, 291.25, 292.5, 299.5, 303.25, 306.75, 345.25, 346.5, 356.5, 369.0, 391.5, 392.5, 398.25, 399.25, 413.0, 420.25, 422.25, 427.0, 543.0, 544.0, 551.25, 561.0, 564.5, 569.5, 571.5, 573.75, 580.25, 585.5, 586.5, 591.0, 594.0, 600.5, 613.5, 620.75, 626.5, 632.0, 644.5, 652.75, 657.25, 666.5, 667.5, 679.25, 689.5, 692.5, 702.5, 705.25, 710.0, 728.75, 729.75, 732.75, 742.5, 752.75, 753.75, 755.0, 790.0, 806.75, 815.25, 817.25, 826.75, 827.75, 832.25, 842.75, 857.75, 890.25, 893.75, 900.25, 901.5, 903.0, 912.5, 916.5, 920.75, 921.75, 925.0, 928.25, 933.75, 935.5, 938.5, 944.75, 956.25, 960.5, 988.5, 992.0, 993.0, 994.75, 1012.75, 1017.5, 1025.25, 1028.75, 1033.25, 1036.0, 1049.75, 1052.25, 1054.0, 1062.75, 1076.5, 1099.75, 1102.75, 1115.0, 1116.0, 1124.75, 1130.0, 1136.75, 1158.75, 1171.25, 1172.25, 1174.5, 1216.75, 1218.25, 1221.5, 1229.0, 1243.25, 1246.0, 1248.75, 1250.0, 1274.25, 1282.5, 1293.0, 1300.25, 1303.5, 1350.0, 1352.75, 1354.75, 1360.75, 1364.0, 1381.25]",182,"[2.5, 4.0, 8.25, 15.75, 30.25, 44.75, 59.25, 68.0, 94.5, 95.75, 102.5, 107.5, 110.5, 111.5, 118.75, 125.75, 127.5, 151.5, 156.25, 157.25, 163.25, 172.25, 182.0, 190.0, 193.75, 196.5, 204.25, 207.75, 209.0, 213.5, 215.25, 219.0, 224.75, 241.25, 243.25, 246.5, 248.75, 250.75, 255.0, 256.0, 259.75, 260.75, 263.75, 268.25, 275.25, 279.25, 282.0, 284.5, 287.75, 289.0, 291.0, 292.75, 295.0, 302.75, 311.5, 317.25, 325.75, 330.75, 335.75, 352.0, 354.5, 437.75, 443.5, 468.0, 469.0, 484.0, 485.0, 498.0, 506.25, 507.25, 513.0, 521.0, 533.75, 535.0, 544.0, 564.5, 578.0, 580.25, 582.75, 585.5, 591.0, 600.0, 620.75, 631.5, 639.75, 643.0, 650.5, 667.25, 677.5, 692.5, 701.25, 740.25, 742.75, 754.25, 756.75, 759.25, 762.0, 767.0, 773.75, 781.0, 788.0, 807.25, 808.75, 816.5, 824.75, 828.0, 830.75, 838.5, 926.0, 927.0, 933.75, 960.5, 961.5, 968.5, 982.5, 986.75, 988.25, 1063.5, 1067.0, 1076.25, 1100.5, 1102.75, 1143.75, 1151.75, 1156.5, 1158.75, 1171.25, 1172.25, 1175.5, 1189.25, 1194.75, 1218.5, 1221.5, 1229.25, 1230.25, 1234.25, 1250.5, 1266.5, 1274.25, 1303.75, 1305.0, 1332.5, 1336.75, 1338.5, 1352.25]",145,l2,5,1,20
0,76,76.0,"[3.0, 15.5, 20.75, 24.5, 26.75, 40.5, 42.75, 85.0, 95.25, 99.75, 101.0, 108.5, 109.5, 119.75, 147.75, 148.75, 150.0, 154.25, 155.25, 156.25, 166.5, 168.0, 175.0, 188.5, 194.0, 195.0, 213.25, 224.0, 225.75, 233.0, 234.5, 235.5, 241.25, 248.25, 251.0, 252.0, 253.5, 259.5, 261.0, 266.0, 274.75, 278.75, 298.0, 301.0, 338.25, 345.25, 347.0, 351.25, 394.75, 438.75, 445.25, 451.0, 543.25, 547.75, 550.5, 559.75, 566.75, 576.0, 619.75, 620.75, 623.0, 624.0, 625.25, 626.25, 640.25, 648.25, 661.75, 665.75, 707.5, 709.5, 711.75, 722.5, 724.0, 732.75, 734.75, 740.5, 744.0, 794.25, 795.25, 797.0, 798.0, 803.25, 808.75, 810.0, 817.5, 821.0, 823.25, 828.0, 890.0, 893.75, 906.25, 914.75, 935.0, 953.25, 966.5, 969.0, 971.25, 972.25, 979.0, 992.5, 996.0, 1003.5, 1026.0, 1040.75, 1042.25, 1072.5, 1080.0, 1095.25, 1120.25, 1127.5, 1134.25, 1137.75, 1156.0, 1176.25, 1221.25, 1234.25, 1235.5, 1247.75, 1259.75, 1271.75, 1299.25, 1320.5, 1325.25, 1330.0]",124,"[5.75, 30.75, 64.5, 86.25, 87.5, 94.0, 100.0, 109.5, 120.0, 128.25, 159.0, 165.75, 168.0, 174.75, 190.25, 232.5, 233.5, 247.0, 248.0, 249.75, 262.5, 269.75, 278.75, 279.75, 289.25, 296.25, 299.0, 301.25, 306.75, 310.25, 336.25, 341.75, 345.25, 347.75, 388.0, 440.25, 455.25, 469.5, 472.25, 476.75, 479.25, 484.5, 495.0, 510.0, 513.0, 517.25, 528.0, 534.25, 541.0, 575.75, 587.75, 615.25, 616.25, 619.0, 750.75, 784.5, 789.25, 790.75, 795.0, 800.25, 801.75, 803.25, 807.5, 810.25, 828.5, 895.25, 896.75, 905.75, 1114.0, 1119.75, 1183.75, 1193.25, 1260.75, 1266.25, 1268.0, 1270.75]",76,l2,5,1,20
0,77,77.0,"[2.5, 18.5, 35.25, 49.25, 66.25, 87.25, 94.75, 119.0, 192.0, 194.0, 195.0, 207.75, 209.75, 213.75, 214.75, 251.0, 252.0, 273.5, 275.0, 281.25, 292.25, 293.5, 308.0, 309.0, 345.75, 347.5, 358.5, 389.25, 396.75, 436.0, 450.0, 470.75, 486.5, 521.5, 531.5, 532.5, 543.5, 545.5, 562.0, 578.5, 579.5, 585.5, 603.0, 604.5, 622.5, 626.5, 637.0, 638.5, 668.0, 700.0, 708.75, 719.75, 723.0, 724.75, 730.0, 731.0, 742.5, 755.5, 757.0, 759.0, 760.75, 766.75, 819.5, 826.5, 828.25, 840.25, 855.5, 896.25, 905.75, 919.0, 937.0, 959.25, 964.0, 976.5, 977.5, 1066.75, 1068.25, 1094.25, 1114.75, 1115.75, 1132.75, 1166.0, 1188.75, 1208.25, 1222.5, 1257.0, 1269.0, 1278.75, 1282.75, 1295.5, 1297.0, 1306.5, 1318.75, 1324.25, 1334.5, 1365.5]",96,"[18.5, 35.25, 49.25, 87.25, 93.0, 115.0, 120.0, 121.5, 140.75, 163.25, 170.5, 175.25, 186.75, 188.75, 210.5, 230.25, 236.5, 252.5, 269.75, 273.75, 277.25, 284.0, 291.75, 294.0, 311.25, 321.25, 332.0, 336.0, 345.75, 347.25, 452.5, 470.5, 569.0, 578.5, 584.75, 638.25, 639.75, 641.25, 649.25, 668.5, 679.75, 685.0, 699.75, 718.25, 719.25, 731.0, 741.0, 745.5, 755.0, 757.0, 759.0, 761.5, 765.25, 766.75, 768.5, 789.25, 809.0, 810.0, 819.5, 822.75, 826.75, 828.25, 842.25, 928.0, 933.75, 934.75, 935.75, 979.5, 983.0, 991.0, 1003.5, 1004.5, 1011.75, 1033.5, 1037.0, 1056.0, 1060.0, 1066.75, 1068.0, 1070.25, 1073.5, 1091.25, 1098.5, 1114.75, 1125.75, 1127.25, 1132.5, 1148.0, 1149.25, 1150.25, 1163.0, 1164.0, 1188.75, 1192.5, 1193.5, 1210.0, 1218.0, 1219.25, 1246.25, 1251.25, 1253.75, 1255.75, 1257.0, 1258.25, 1269.0, 1277.5, 1280.75, 1282.75, 1295.5, 1297.25, 1298.75, 1300.5, 1360.5, 1374.25]",114,l2,5,1,20
0,78,78.0,"[2.25, 12.5, 32.5, 84.25, 95.5, 102.25, 104.25, 106.5, 112.0, 113.25, 127.75, 129.25, 131.25, 150.0, 174.5, 218.25, 226.25, 248.25, 252.5, 264.25, 272.25, 278.5, 283.25, 293.0, 298.0, 301.75, 359.0, 377.75, 418.25, 419.25, 434.5, 517.75, 522.25, 526.0, 549.5, 553.25, 555.5, 556.75, 568.5, 574.0, 579.25, 588.5, 593.25, 608.0, 614.5, 643.5, 653.0, 654.5, 656.25, 657.25, 669.5, 688.75, 701.5, 725.0, 737.0, 766.25, 777.25, 785.0, 829.0, 831.75, 833.0, 845.25, 867.5, 876.75, 881.5, 886.25, 892.5, 896.25, 897.5, 900.0, 903.0, 919.75, 928.0, 936.25, 962.5, 979.5, 985.0, 1018.0, 1037.25, 1079.5, 1106.75, 1120.75, 1133.25, 1135.25, 1150.5, 1198.0, 1212.5, 1235.0, 1255.5, 1268.75, 1304.25, 1306.25, 1372.0, 1376.25]",94,"[2.75, 3.75, 11.0, 108.75, 111.75, 273.75, 277.75, 568.5, 570.25, 573.75, 576.75, 659.25, 668.75, 672.75, 688.25, 691.75, 701.75, 896.5, 897.75, 932.25, 943.75, 963.0, 966.5, 979.25, 983.75, 986.5, 989.75, 1007.5, 1018.0, 1037.25, 1124.5, 1131.5, 1134.0, 1150.0, 1151.25, 1153.75, 1255.25, 1259.0, 1262.25, 1265.25, 1269.0, 1274.25, 1298.5, 1377.5]",44,l2,5,1,20
0,79,79.0,"[2.25, 64.25, 95.75, 119.75, 148.75, 741.25, 742.75, 747.75, 755.75, 758.5, 763.5, 821.5, 825.5, 841.25, 929.5, 934.5, 936.0, 938.75, 997.25, 1001.75, 1025.25, 1038.5, 1055.5, 1060.75, 1079.75, 1126.25, 1168.25, 1188.25, 1200.5, 1269.0, 1270.25, 1299.75, 1301.25, 1304.0]",34,"[99.5, 110.0, 112.5, 113.75, 150.25, 151.5, 155.5, 167.25, 174.0, 175.25, 183.0, 186.5, 192.5, 233.0, 246.25, 256.75, 263.25, 267.75, 270.0, 278.25, 285.25, 300.0, 308.5, 318.75, 363.25, 518.0, 529.75, 561.75, 580.75, 590.0, 624.25, 644.75, 731.5, 734.25, 738.25, 743.0, 747.75, 756.25, 767.0, 768.25, 785.25, 794.5, 798.25, 819.75, 821.75, 825.5, 827.5, 922.5, 937.75, 949.25, 978.25, 997.75, 1001.5, 1002.5, 1080.5, 1103.0, 1201.5, 1205.75, 1207.25, 1211.5, 1266.75, 1298.5, 1299.5]",63,l2,5,1,20
0,80,80.0,"[2.75, 4.0, 6.75, 44.25, 59.0, 63.5, 86.25, 96.5, 107.75, 118.0, 120.25, 139.75, 146.0, 147.0, 154.0, 162.5, 166.5, 179.5, 190.0, 203.25, 211.25, 213.25, 221.75, 227.0, 232.75, 240.5, 243.5, 249.75, 258.5, 276.75, 278.25, 284.25, 290.25, 293.5, 294.5, 301.25, 333.75, 335.25, 336.75, 343.25, 411.25, 412.75, 420.25, 430.25, 441.5, 480.5, 486.0, 530.0, 532.25, 533.25, 535.25, 547.25, 549.75, 553.75, 561.75, 567.5, 577.0, 590.25, 596.0, 602.75, 608.75, 627.5, 631.75, 632.75, 635.25, 663.0, 666.5, 693.75, 695.25, 723.0, 731.25, 751.75, 755.0, 761.0, 772.0, 776.5, 777.5, 779.5, 782.0, 798.0, 800.0, 812.25, 814.25, 842.0, 872.0, 881.25, 906.75, 913.75, 918.75, 920.25, 921.75, 957.25, 960.25, 961.75, 968.0, 971.25, 973.5, 988.0, 990.75, 1005.5, 1012.5, 1016.5, 1026.25, 1047.25, 1058.5, 1066.25, 1068.0, 1069.0, 1071.75, 1082.0, 1089.5, 1098.0, 1154.75, 1162.5, 1163.5, 1170.25, 1172.75, 1176.75, 1183.75, 1195.75, 1231.75, 1256.0, 1259.25, 1272.0, 1273.0, 1279.5, 1286.0, 1291.0, 1293.25, 1298.0, 1306.5, 1308.25, 1314.0, 1315.25, 1318.0, 1322.0, 1336.5, 1355.75]",138,"[1.75, 7.5, 9.0, 15.75, 19.5, 33.5, 35.75, 43.5, 54.5, 63.75, 89.75, 97.0, 99.75, 107.25, 117.75, 120.0, 138.25, 146.0, 151.5, 162.0, 170.75, 176.75, 179.0, 189.5, 203.0, 211.0, 215.5, 221.75, 229.75, 249.75, 258.5, 266.0, 271.25, 272.5, 275.0, 278.75, 282.25, 286.5, 289.25, 290.25, 295.0, 296.5, 302.25, 308.0, 332.0, 335.5, 336.5, 343.25, 344.25, 345.5, 347.25, 354.25, 472.0, 474.0, 496.75, 499.25, 507.25, 511.25, 525.25, 528.25, 553.5, 555.75, 562.0, 564.5, 567.25, 568.75, 572.75, 637.0, 645.75, 660.25, 664.25, 693.5, 694.5, 698.75, 718.75, 720.0, 721.5, 731.25, 761.5, 763.0, 776.5, 777.5, 781.0, 798.0, 814.25, 830.0, 831.0, 832.0, 871.75, 906.75, 908.25, 914.0, 921.5, 925.75, 933.25, 956.25, 991.0, 996.75, 1021.0, 1022.0, 1024.75, 1026.25, 1046.0, 1048.5, 1058.75, 1060.5, 1068.0, 1071.75, 1077.0, 1082.0, 1089.5, 1098.0, 1107.0, 1111.75, 1123.0, 1125.25, 1132.0, 1155.0, 1158.0, 1162.5, 1163.75, 1170.5, 1172.75, 1177.0, 1184.0, 1198.75, 1212.5, 1216.25, 1231.75, 1246.75, 1256.25, 1259.5, 1271.75, 1272.75, 1279.5, 1291.0, 1308.5, 1333.5, 1352.0]",139,l2,5,1,20
0,81,81.0,"[2.5, 11.75, 12.75, 19.75, 21.25, 41.25, 54.75, 56.25, 65.0, 77.0, 84.75, 90.0, 91.0, 99.5, 100.5, 151.0, 153.5, 162.0, 166.25, 184.75, 190.25, 193.25, 200.0, 203.75, 220.0, 230.75, 231.75, 251.5, 255.5, 260.0, 264.0, 267.0, 269.5, 270.5, 273.5, 278.75, 281.0, 286.5, 289.25, 292.25, 296.25, 299.5, 304.75, 306.5, 334.0, 339.5, 343.5, 350.5, 352.75, 355.25, 356.5, 368.25, 379.75, 381.0, 391.75, 409.25, 414.75, 416.25, 431.75, 439.25, 544.25, 545.75, 551.25, 552.5, 554.25, 563.25, 564.25, 565.25, 577.25, 582.5, 613.0, 614.0, 615.5, 616.5, 621.5, 635.25, 638.0, 641.0, 646.0, 647.0, 651.5, 687.25, 688.25, 694.5, 698.5, 702.75, 704.0, 707.0, 708.0, 716.0, 718.0, 722.25, 726.75, 730.0, 732.0, 734.0, 752.5, 753.5, 759.0, 769.25, 820.75, 825.0, 827.0, 844.0, 869.75, 887.25, 892.5, 909.75, 913.0, 917.25, 918.25, 976.5, 1001.5, 1013.5, 1184.0, 1185.25, 1296.0, 1300.25, 1309.75, 1313.5, 1320.75, 1358.5]",122,"[3.5, 12.75, 13.75, 21.25, 26.25, 32.25, 39.0, 41.25, 49.0, 53.75, 56.25, 91.0, 99.5, 100.5, 134.25, 135.75, 137.75, 151.0, 153.5, 160.5, 161.5, 166.75, 169.5, 179.5, 181.0, 185.25, 190.75, 200.25, 212.25, 227.0, 231.75, 232.75, 233.75, 235.25, 244.0, 246.75, 251.25, 260.0, 264.0, 266.0, 267.0, 272.25, 279.25, 280.5, 282.25, 286.5, 289.25, 290.25, 293.75, 300.0, 304.75, 323.5, 324.5, 330.75, 331.75, 333.5, 338.0, 339.5, 343.25, 352.75, 356.25, 367.0, 379.0, 382.25, 435.5, 439.25, 483.5, 486.5, 496.0, 503.0, 511.0, 514.0, 522.75, 535.0, 546.0, 549.0, 554.25, 556.25, 560.5, 563.25, 565.25, 566.5, 576.75, 591.5, 592.5, 604.5, 613.25, 614.25, 621.25, 627.5, 630.25, 639.0, 641.0, 687.25, 688.25, 698.5, 722.0, 725.75, 731.75, 741.0, 752.75, 759.0, 820.75, 823.25, 825.0, 826.5, 919.5, 1015.25, 1037.75, 1059.5, 1060.75, 1069.25, 1072.75, 1073.75, 1296.25, 1297.5, 1300.5, 1307.0, 1324.5, 1325.75, 1337.75, 1338.75, 1346.0, 1350.75, 1356.5, 1366.5, 1380.0]",127,l2,5,1,20
